Date,AAPL,MSFT
2024-10-02,225.30001831054688,412.3072204589844
2024-10-03,224.197265625,411.7240295410156
2024-10-04,225.3199005126953,411.24957275390625
2024-10-07,220.2432403564453,404.8049621582031
2024-10-08,224.29661560058594,409.9151916503906
2024-10-09,228.04200744628906,412.6333923339844
2024-10-10,227.54527282714844,411.0321044921875
2024-10-11,226.06500244140625,411.5065612792969
2024-10-14,229.79052734375,414.29400634765625
2024-10-15,232.32388305664062,413.8985595703125
2024-10-16,230.2673797607422,411.3088684082031
2024-10-17,230.63497924804688,411.9019470214844
2024-10-18,233.46636962890625,413.3253173828125
2024-10-21,234.9367218017578,413.9381103515625
2024-10-22,234.32078552246094,422.5671691894531
2024-10-23,229.25404357910156,419.6908264160156
2024-10-24,229.0653076171875,419.8193054199219
2024-10-25,229.89984130859375,423.1997985839844
2024-10-28,231.8768310546875,421.6578063964844
2024-10-29,232.1450653076172,426.9558410644531
2024-10-30,228.59835815429688,427.5291442871094
2024-10-31,224.43569946289062,401.6518249511719
2024-11-01,221.45529174804688,405.6253662109375
2024-11-04,220.56112670898438,403.7374267578125
2024-11-05,221.99176025390625,406.7027587890625
2024-11-06,221.26651000976562,415.32196044921875
2024-11-07,225.99545288085938,420.51123046875
2024-11-08,225.7269287109375,417.6546630859375
2024-11-11,223.01173400878906,413.1770324707031
2024-11-12,223.01173400878906,418.1390075683594
2024-11-13,223.89691162109375,420.2839050292969
2024-11-14,226.98008728027344,421.9543762207031
2024-11-15,223.77757263183594,410.2018127441406
2024-11-18,226.7811737060547,410.95306396484375
2024-11-19,227.03973388671875,412.9595947265625
2024-11-20,227.75582885742188,410.68609619140625
2024-11-21,227.27847290039062,408.9132995605469
2024-11-22,228.62110900878906,413.00372314453125
2024-11-25,231.6048126220703,414.776611328125
2024-11-26,233.7829132080078,423.8883972167969
2024-11-27,233.6536102294922,418.93634033203125
2024-11-29,236.04058837890625,419.40185546875
2024-12-02,238.28829956054688,426.8498229980469
2024-12-03,241.3316650390625,427.0676574707031
2024-12-04,241.68971252441406,433.2280578613281
2024-12-05,241.7195587158203,438.37823486328125
2024-12-06,241.5206298828125,439.31915283203125
2024-12-09,245.40940856933594,441.74560546875
2024-12-10,246.4238739013672,439.0813903808594
2024-12-11,245.15081787109375,444.68719482421875
2024-12-12,246.61285400390625,445.2516784667969
2024-12-13,246.7819061279297,442.9836120605469
2024-12-16,249.6761016845703,447.26226806640625
2024-12-17,252.1028289794922,450.104736328125
2024-12-18,246.7023468017578,433.1983642578125
2024-12-19,248.43287658691406,432.841796875
2024-12-20,253.10736083984375,432.41595458984375
2024-12-23,253.8831329345703,431.0788879394531
2024-12-24,256.7972412109375,435.1197204589844
2024-12-26,257.61273193359375,433.91143798828125
2024-12-27,254.2013702392578,426.4040832519531
2024-12-30,250.8297882080078,420.7586975097656
2024-12-31,249.05946350097656,417.4606018066406
